instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_label,weathersit_label
7293,2011-11-05,4,0,11,11,0,6,0,1,0.36,0.3636,0.46,0.1045,69,169,238.0,Dingin,Cerah
7294,2011-11-05,4,0,11,12,0,6,0,1,0.36,0.3485,0.46,0.1642,137,235,372.0,Dingin,Cerah
7295,2011-11-05,4,0,11,13,0,6,0,1,0.4,0.4091,0.37,0.1045,148,207,355.0,Dingin,Cerah
7296,2011-11-05,4,0,11,14,0,6,0,1,0.42,0.4242,0.35,0.1343,159,227,386.0,Dingin,Cerah
7297,2011-11-05,4,0,11,15,0,6,0,1,0.4,0.4091,0.37,0.194,141,202,343.0,Dingin,Cerah
7298,2011-11-05,4,0,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,128,207,335.0,Dingin,Cerah
7299,2011-11-05,4,0,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,100,234,334.0,Dingin,Cerah
7300,2011-11-05,4,0,11,18,0,6,0,1,0.36,0.3636,0.5,0.0896,52,185,237.0,Dingin,Cerah
7301,2011-11-05,4,0,11,19,0,6,0,1,0.34,0.3636,0.53,0.0,45,159,204.0,Dingin,Cerah
7302,2011-11-05,4,0,11,20,0,6,0,1,0.32,0.3485,0.66,0.0,29,136,165.0,Dingin,Cerah
7303,2011-11-05,4,0,11,21,0,6,0,1,0.32,0.3485,0.66,0.0,19,99,118.0,Dingin,Cerah
7304,2011-11-05,4,0,11,22,0,6,0,1,0.3,0.3333,0.65,0.0,10,72,82.0,Dingin,Cerah
7305,2011-11-05,4,0,11,23,0,6,0,1,0.28,0.3182,0.7,0.0,4,81,85.0,Dingin,Cerah
7306,2011-11-06,4,0,11,0,0,0,0,1,0.28,0.3182,0.75,0.0,10,65,75.0,Dingin,Cerah
7307,2011-11-06,4,0,11,1,0,0,0,1,0.26,0.303,0.81,0.0,11,104,115.0,Dingin,Cerah
7308,2011-11-06,4,0,11,2,0,0,0,1,0.26,0.303,0.81,0.0,6,23,29.0,Dingin,Cerah
7309,2011-11-06,4,0,11,3,0,0,0,1,0.24,0.2879,0.87,0.0,5,4,9.0,Dingin,Cerah
7310,2011-11-06,4,0,11,4,0,0,0,1,0.24,0.2879,0.87,0.0,0,6,6.0,Dingin,Cerah
7311,2011-11-06,4,0,11,5,0,0,0,1,0.24,0.2424,0.87,0.1343,0,5,5.0,Dingin,Cerah
7312,2011-11-06,4,0,11,6,0,0,0,1,0.26,0.2879,0.81,0.0896,5,11,16.0,Dingin,Cerah
7313,2011-11-06,4,0,11,7,0,0,0,1,0.26,0.2727,0.87,0.1045,4,24,28.0,Dingin,Cerah
7314,2011-11-06,4,0,11,8,0,0,0,2,0.28,0.303,0.87,0.0896,19,71,90.0,Dingin,Berawan
7315,2011-11-06,4,0,11,9,0,0,0,2,0.3,0.3182,0.75,0.0896,36,134,170.0,Dingin,Berawan
7316,2011-11-06,4,0,11,10,0,0,0,1,0.36,0.3636,0.66,0.0896,76,186,262.0,Dingin,Cerah
7317,2011-11-06,4,0,11,11,0,0,0,1,0.42,0.4242,0.58,0.0896,104,216,320.0,Dingin,Cerah
7318,2011-11-06,4,0,11,12,0,0,0,1,0.44,0.4394,0.54,0.0,120,226,346.0,Dingin,Cerah
7319,2011-11-06,4,0,11,13,0,0,0,1,0.46,0.4545,0.51,0.1642,105,209,314.0,Dingin,Cerah
7320,2011-11-06,4,0,11,14,0,0,0,1,0.46,0.4545,0.55,0.194,101,219,320.0,Dingin,Cerah
7321,2011-11-06,4,0,11,15,0,0,0,1,0.48,0.4697,0.51,0.194,96,210,306.0,Dingin,Cerah
7322,2011-11-06,4,0,11,16,0,0,0,1,0.46,0.4545,0.55,0.2239,84,263,347.0,Dingin,Cerah
7323,2011-11-06,4,0,11,17,0,0,0,1,0.44,0.4394,0.62,0.1642,71,185,256.0,Dingin,Cerah
7324,2011-11-06,4,0,11,18,0,0,0,1,0.42,0.4242,0.71,0.1045,39,146,185.0,Dingin,Cerah
7325,2011-11-06,4,0,11,19,0,0,0,1,0.38,0.3939,0.76,0.194,21,130,151.0,Dingin,Cerah
7326,2011-11-06,4,0,11,20,0,0,0,1,0.36,0.3636,0.81,0.1045,16,100,116.0,Dingin,Cerah
7327,2011-11-06,4,0,11,21,0,0,0,1,0.36,0.3636,0.81,0.0896,11,77,88.0,Dingin,Cerah
7328,2011-11-06,4,0,11,22,0,0,0,1,0.36,0.3788,0.87,0.0,5,40,45.0,Dingin,Cerah
7329,2011-11-06,4,0,11,23,0,0,0,1,0.34,0.3485,0.87,0.0896,7,43,50.0,Dingin,Cerah
7330,2011-11-07,4,0,11,0,0,1,1,1,0.34,0.3636,0.87,0.0,1,14,15.0,Dingin,Cerah
7331,2011-11-07,4,0,11,1,0,1,1,1,0.34,0.3636,0.87,0.0,2,6,8.0,Dingin,Cerah
7332,2011-11-07,4,0,11,2,0,1,1,1,0.32,0.3485,0.93,0.0,0,2,2.0,Dingin,Cerah
7333,2011-11-07,4,0,11,3,0,1,1,1,0.32,0.3485,0.93,0.0,0,3,3.0,Dingin,Cerah
7334,2011-11-07,4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0.0,2,4,6.0,Dingin,Cerah
7335,2011-11-07,4,0,11,5,0,1,1,1,0.3,0.3333,0.93,0.0,1,25,26.0,Dingin,Cerah
7336,2011-11-07,4,0,11,6,0,1,1,2,0.28,0.3182,0.93,0.0,2,97,99.0,Dingin,Berawan
7337,2011-11-07,4,0,11,7,0,1,1,2,0.28,0.3182,0.93,0.0,6,305,311.0,Dingin,Berawan
7338,2011-11-07,4,0,11,8,0,1,1,2,0.3,0.3182,1.0,0.0896,13,397,410.0,Dingin,Berawan
7339,2011-11-07,4,0,11,9,0,1,1,2,0.34,0.3333,1.0,0.1343,18,156,174.0,Dingin,Berawan
7340,2011-11-07,4,0,11,10,0,1,1,1,0.36,0.3485,0.93,0.1343,28,95,123.0,Dingin,Cerah
7341,2011-11-07,4,0,11,11,0,1,1,1,0.42,0.4242,0.77,0.1045,28,100,128.0,Dingin,Cerah
7342,2011-11-07,4,0,11,12,0,1,1,1,0.46,0.4545,0.67,0.0,21,158,179.0,Dingin,Cerah
7343,2011-11-07,4,0,11,13,0,1,1,1,0.54,0.5152,0.49,0.0896,32,157,189.0,Dingin,Cerah
7344,2011-11-07,4,0,11,14,0,1,1,1,0.56,0.5303,0.37,0.1642,30,115,145.0,Dingin,Cerah
7345,2011-11-07,4,0,11,15,0,1,1,1,0.56,0.5303,0.37,0.1045,38,132,170.0,Dingin,Cerah
7346,2011-11-07,4,0,11,16,0,1,1,1,0.52,0.5,0.45,0.0,40,255,295.0,Dingin,Cerah
7347,2011-11-07,4,0,11,17,0,1,1,1,0.5,0.4848,0.45,0.1642,39,489,528.0,Dingin,Cerah
7348,2011-11-07,4,0,11,18,0,1,1,1,0.46,0.4545,0.59,0.1045,18,407,425.0,Dingin,Cerah
7349,2011-11-07,4,0,11,19,0,1,1,1,0.46,0.4545,0.59,0.0,20,280,300.0,Dingin,Cerah
7350,2011-11-07,4,0,11,20,0,1,1,1,0.4,0.4091,0.71,0.0,17,187,204.0,Dingin,Cerah
7351,2011-11-07,4,0,11,21,0,1,1,1,0.38,0.3939,0.82,0.1045,10,129,139.0,Dingin,Cerah
7352,2011-11-07,4,0,11,22,0,1,1,1,0.36,0.3636,0.81,0.0896,6,102,108.0,Dingin,Cerah
7353,2011-11-07,4,0,11,23,0,1,1,1,0.36,0.3636,0.87,0.0896,1,47,48.0,Dingin,Cerah
7354,2011-11-08,4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,0,18,18.0,Dingin,Cerah
7355,2011-11-08,4,0,11,1,0,2,1,1,0.32,0.3333,0.93,0.1045,3,8,11.0,Dingin,Cerah
7356,2011-11-08,4,0,11,2,0,2,1,1,0.32,0.3485,0.87,0.0,0,1,1.0,Dingin,Cerah
7357,2011-11-08,4,0,11,3,0,2,1,1,0.32,0.3485,0.87,0.0,0,3,3.0,Dingin,Cerah
7358,2011-11-08,4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0.0,0,4,4.0,Dingin,Cerah
7359,2011-11-08,4,0,11,5,0,2,1,1,0.3,0.3182,0.87,0.0896,1,17,18.0,Dingin,Cerah
7360,2011-11-08,4,0,11,6,0,2,1,1,0.3,0.3333,0.87,0.0,3,96,99.0,Dingin,Cerah
7361,2011-11-08,4,0,11,7,0,2,1,1,0.3,0.3182,0.87,0.1045,7,316,323.0,Dingin,Cerah
7362,2011-11-08,4,0,11,8,0,2,1,1,0.32,0.3333,0.93,0.1045,11,455,466.0,Dingin,Cerah
7363,2011-11-08,4,0,11,9,0,2,1,1,0.36,0.3788,0.87,0.0,14,177,191.0,Dingin,Cerah
7364,2011-11-08,4,0,11,10,0,2,1,1,0.42,0.4242,0.71,0.0896,25,104,129.0,Dingin,Cerah
7365,2011-11-08,4,0,11,11,0,2,1,1,0.46,0.4545,0.63,0.1343,21,126,147.0,Dingin,Cerah
7366,2011-11-08,4,0,11,12,0,2,1,1,0.52,0.5,0.52,0.1343,28,175,203.0,Dingin,Cerah
7367,2011-11-08,4,0,11,13,0,2,1,1,0.54,0.5152,0.49,0.1642,31,165,196.0,Dingin,Cerah
7368,2011-11-08,4,0,11,14,0,2,1,1,0.56,0.5303,0.46,0.1045,32,129,161.0,Dingin,Cerah
7369,2011-11-08,4,0,11,15,0,2,1,1,0.58,0.5455,0.46,0.1045,33,155,188.0,Dingin,Cerah
7370,2011-11-08,4,0,11,16,0,2,1,1,0.56,0.5303,0.46,0.1343,39,250,289.0,Dingin,Cerah
7371,2011-11-08,4,0,11,17,0,2,1,1,0.52,0.5,0.43,0.1642,40,459,499.0,Dingin,Cerah
7372,2011-11-08,4,0,11,18,0,2,1,1,0.48,0.4697,0.55,0.1343,30,432,462.0,Dingin,Cerah
7373,2011-11-08,4,0,11,19,0,2,1,1,0.46,0.4545,0.59,0.0,14,264,278.0,Dingin,Cerah
7374,2011-11-08,4,0,11,20,0,2,1,1,0.4,0.4091,0.76,0.0,12,169,181.0,Dingin,Cerah
7375,2011-11-08,4,0,11,21,0,2,1,1,0.4,0.4091,0.76,0.0,16,166,182.0,Dingin,Cerah
7376,2011-11-08,4,0,11,22,0,2,1,1,0.36,0.3788,0.87,0.0,13,95,108.0,Dingin,Cerah
7377,2011-11-08,4,0,11,23,0,2,1,1,0.36,0.3788,0.81,0.0,3,45,48.0,Dingin,Cerah
7378,2011-11-09,4,0,11,0,0,3,1,1,0.36,0.3788,0.87,0.0,0,13,13.0,Dingin,Cerah
7379,2011-11-09,4,0,11,1,0,3,1,1,0.34,0.3636,0.87,0.0,0,10,10.0,Dingin,Cerah
7380,2011-11-09,4,0,11,2,0,3,1,1,0.32,0.3485,0.93,0.0,0,5,5.0,Dingin,Cerah
7381,2011-11-09,4,0,11,3,0,3,1,1,0.32,0.3485,0.93,0.0,0,4,4.0,Dingin,Cerah
7382,2011-11-09,4,0,11,4,0,3,1,1,0.32,0.3485,0.87,0.0,0,4,4.0,Dingin,Cerah
7383,2011-11-09,4,0,11,5,0,3,1,1,0.3,0.3333,0.87,0.0,0,28,28.0,Dingin,Cerah
7384,2011-11-09,4,0,11,6,0,3,1,1,0.3,0.3333,0.87,0.0,0,98,98.0,Dingin,Cerah
7385,2011-11-09,4,0,11,7,0,3,1,1,0.3,0.3333,0.87,0.0,0,300,300.0,Dingin,Cerah
7386,2011-11-09,4,0,11,8,0,3,1,1,0.32,0.3485,0.93,0.0,19,437,456.0,Dingin,Cerah
7387,2011-11-09,4,0,11,9,0,3,1,1,0.34,0.3636,0.93,0.0,22,197,219.0,Dingin,Cerah
7388,2011-11-09,4,0,11,10,0,3,1,1,0.4,0.4091,0.76,0.1045,16,89,105.0,Dingin,Cerah
7389,2011-11-09,4,0,11,11,0,3,1,1,0.46,0.4545,0.67,0.1642,21,131,152.0,Dingin,Cerah
7390,2011-11-09,4,0,11,12,0,3,1,1,0.5,0.4848,0.51,0.1642,24,156,180.0,Dingin,Cerah
7391,2011-11-09,4,0,11,13,0,3,1,1,0.5,0.4848,0.51,0.1642,31,136,167.0,Dingin,Cerah
7392,2011-11-09,4,0,11,14,0,3,1,1,0.52,0.5,0.48,0.1642,26,153,179.0,Dingin,Cerah
7393,2011-11-09,4,0,11,15,0,3,1,1,0.52,0.5,0.45,0.2239,21,130,151.0,Dingin,Cerah
7394,2011-11-09,4,0,11,16,0,3,1,1,0.52,0.5,0.48,0.194,24,257,281.0,Dingin,Cerah
7395,2011-11-09,4,0,11,17,0,3,1,1,0.46,0.4545,0.63,0.1045,27,458,485.0,Dingin,Cerah
7396,2011-11-09,4,0,11,18,0,3,1,1,0.44,0.4394,0.67,0.1045,21,387,408.0,Dingin,Cerah
7397,2011-11-09,4,0,11,19,0,3,1,1,0.44,0.4394,0.72,0.1045,12,292,304.0,Dingin,Cerah
7398,2011-11-09,4,0,11,20,0,3,1,1,0.44,0.4394,0.77,0.0,18,201,219.0,Dingin,Cerah
7399,2011-11-09,4,0,11,21,0,3,1,1,0.4,0.4091,0.87,0.0,9,152,161.0,Dingin,Cerah
7400,2011-11-09,4,0,11,22,0,3,1,1,0.4,0.4091,0.87,0.0,9,105,114.0,Dingin,Cerah
7401,2011-11-09,4,0,11,23,0,3,1,1,0.38,0.3939,0.87,0.0,5,61,66.0,Dingin,Cerah
7402,2011-11-10,4,0,11,0,0,4,1,1,0.4,0.4091,0.87,0.0,0,24,24.0,Dingin,Cerah
7403,2011-11-10,4,0,11,1,0,4,1,2,0.4,0.4091,0.87,0.0,1,10,11.0,Dingin,Berawan
7404,2011-11-10,4,0,11,2,0,4,1,2,0.38,0.3939,0.94,0.0,0,5,5.0,Dingin,Berawan
7405,2011-11-10,4,0,11,3,0,4,1,1,0.38,0.3939,0.94,0.0896,0,11,11.0,Dingin,Cerah
7406,2011-11-10,4,0,11,4,0,4,1,1,0.38,0.3939,0.94,0.0896,1,2,3.0,Dingin,Cerah
7407,2011-11-10,4,0,11,5,0,4,1,2,0.36,0.3485,1.0,0.1343,1,22,23.0,Dingin,Berawan
7408,2011-11-10,4,0,11,6,0,4,1,2,0.36,0.3485,1.0,0.1343,4,110,114.0,Dingin,Berawan
7409,2011-11-10,4,0,11,7,0,4,1,2,0.38,0.3939,0.94,0.1642,6,266,272.0,Dingin,Berawan
7410,2011-11-10,4,0,11,8,0,4,1,2,0.4,0.4091,0.94,0.0896,18,418,436.0,Dingin,Berawan
7411,2011-11-10,4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045,23,188,211.0,Dingin,Berawan
7412,2011-11-10,4,0,11,10,0,4,1,2,0.44,0.4394,0.88,0.2239,17,100,117.0,Dingin,Berawan
7413,2011-11-10,4,0,11,11,0,4,1,2,0.46,0.4545,0.67,0.3881,9,99,108.0,Dingin,Berawan
7414,2011-11-10,4,0,11,12,0,4,1,2,0.42,0.4242,0.67,0.3582,18,149,167.0,Dingin,Berawan
7415,2011-11-10,4,0,11,13,0,4,1,3,0.36,0.3333,0.81,0.3582,9,87,96.0,Dingin,Hujan
7416,2011-11-10,4,0,11,14,0,4,1,3,0.36,0.3333,0.87,0.2836,6,58,64.0,Dingin,Hujan
7417,2011-11-10,4,0,11,15,0,4,1,3,0.36,0.3333,0.81,0.2985,5,57,62.0,Dingin,Hujan
7418,2011-11-10,4,0,11,16,0,4,1,3,0.36,0.3485,0.81,0.2239,6,67,73.0,Dingin,Hujan
7419,2011-11-10,4,0,11,17,0,4,1,3,0.36,0.3485,0.81,0.2239,9,168,177.0,Dingin,Hujan
7420,2011-11-10,4,0,11,18,0,4,1,2,0.36,0.3485,0.81,0.1642,10,263,273.0,Dingin,Berawan
7421,2011-11-10,4,0,11,19,0,4,1,2,0.36,0.3485,0.71,0.2239,19,192,211.0,Dingin,Berawan
7422,2011-11-10,4,0,11,20,0,4,1,2,0.36,0.3333,0.62,0.2836,8,160,168.0,Dingin,Berawan
7423,2011-11-10,4,0,11,21,0,4,1,1,0.36,0.3333,0.57,0.2537,6,130,136.0,Dingin,Cerah
7424,2011-11-10,4,0,11,22,0,4,1,1,0.36,0.3333,0.53,0.2836,5,84,89.0,Dingin,Cerah
7425,2011-11-10,4,0,11,23,0,4,1,2,0.34,0.3333,0.57,0.1642,9,73,82.0,Dingin,Berawan
7426,2011-11-11,4,0,11,0,1,5,0,1,0.34,0.3182,0.53,0.2537,10,56,66.0,Dingin,Cerah
7427,2011-11-11,4,0,11,1,1,5,0,1,0.32,0.303,0.57,0.3284,3,16,19.0,Dingin,Cerah
7428,2011-11-11,4,0,11,2,1,5,0,1,0.32,0.2879,0.57,0.2836,1,10,11.0,Dingin,Cerah
7429,2011-11-11,4,0,11,3,1,5,0,1,0.3,0.2879,0.61,0.194,0,6,6.0,Dingin,Cerah
7430,2011-11-11,4,0,11,4,1,5,0,1,0.3,0.2879,0.61,0.194,0,8,8.0,Dingin,Cerah
7431,2011-11-11,4,0,11,5,1,5,0,1,0.3,0.2879,0.49,0.2537,0,13,13.0,Dingin,Cerah
7432,2011-11-11,4,0,11,6,1,5,0,1,0.28,0.2576,0.45,0.3284,0,46,46.0,Dingin,Cerah
7433,2011-11-11,4,0,11,7,1,5,0,1,0.28,0.2727,0.45,0.2537,5,116,121.0,Dingin,Cerah
7434,2011-11-11,4,0,11,8,1,5,0,1,0.3,0.2727,0.42,0.3582,9,249,258.0,Dingin,Cerah
7435,2011-11-11,4,0,11,9,1,5,0,1,0.32,0.2879,0.45,0.4478,15,186,201.0,Dingin,Cerah
7436,2011-11-11,4,0,11,10,1,5,0,1,0.32,0.2727,0.42,0.5522,38,162,200.0,Dingin,Cerah
7437,2011-11-11,4,0,11,11,1,5,0,1,0.34,0.2879,0.42,0.4925,20,150,170.0,Dingin,Cerah
7438,2011-11-11,4,0,11,12,1,5,0,1,0.34,0.2879,0.42,0.4627,41,198,239.0,Dingin,Cerah
7439,2011-11-11,4,0,11,13,1,5,0,1,0.38,0.3939,0.37,0.5522,57,179,236.0,Dingin,Cerah
7440,2011-11-11,4,0,11,14,1,5,0,1,0.38,0.3939,0.37,0.4627,64,183,247.0,Dingin,Cerah
7441,2011-11-11,4,0,11,15,1,5,0,1,0.36,0.3333,0.37,0.4179,29,187,216.0,Dingin,Cerah
7442,2011-11-11,4,0,11,16,1,5,0,1,0.36,0.3333,0.34,0.3284,49,189,238.0,Dingin,Cerah
7443,2011-11-11,4,0,11,17,1,5,0,1,0.34,0.303,0.39,0.3284,24,286,310.0,Dingin,Cerah
7444,2011-11-11,4,0,11,18,1,5,0,1,0.34,0.3182,0.39,0.2537,23,185,208.0,Dingin,Cerah
7445,2011-11-11,4,0,11,19,1,5,0,1,0.32,0.3182,0.39,0.1642,17,182,199.0,Dingin,Cerah
7446,2011-11-11,4,0,11,20,1,5,0,1,0.32,0.3182,0.39,0.194,12,97,109.0,Dingin,Cerah
7447,2011-11-11,4,0,11,21,1,5,0,1,0.3,0.303,0.45,0.1642,4,79,83.0,Dingin,Cerah
7448,2011-11-11,4,0,11,22,1,5,0,1,0.32,0.3182,0.39,0.194,13,78,91.0,Dingin,Cerah
7449,2011-11-11,4,0,11,23,1,5,0,1,0.3,0.3182,0.45,0.0896,6,67,73.0,Dingin,Cerah
7450,2011-11-12,4,0,11,0,0,6,0,1,0.24,0.2424,0.6,0.1343,12,52,64.0,Dingin,Cerah
7451,2011-11-12,4,0,11,1,0,6,0,1,0.24,0.2424,0.6,0.1343,9,45,54.0,Dingin,Cerah
7452,2011-11-12,4,0,11,2,0,6,0,1,0.24,0.2576,0.65,0.0896,7,39,46.0,Dingin,Cerah
7453,2011-11-12,4,0,11,3,0,6,0,1,0.24,0.2424,0.7,0.1343,4,13,17.0,Dingin,Cerah
7454,2011-11-12,4,0,11,4,0,6,0,1,0.2,0.2121,0.8,0.1343,0,7,7.0,Dingin,Cerah
7455,2011-11-12,4,0,11,5,0,6,0,1,0.22,0.2576,0.75,0.0896,1,3,4.0,Dingin,Cerah
7456,2011-11-12,4,0,11,6,0,6,0,1,0.22,0.2273,0.75,0.1642,0,7,7.0,Dingin,Cerah
7457,2011-11-12,4,0,11,7,0,6,0,1,0.22,0.2273,0.75,0.194,3,24,27.0,Dingin,Cerah
7458,2011-11-12,4,0,11,8,0,6,0,1,0.26,0.2576,0.7,0.194,14,87,101.0,Dingin,Cerah
7459,2011-11-12,4,0,11,9,0,6,0,1,0.3,0.303,0.61,0.1642,18,142,160.0,Dingin,Cerah
7460,2011-11-12,4,0,11,10,0,6,0,1,0.34,0.3182,0.61,0.2836,62,170,232.0,Dingin,Cerah
7461,2011-11-12,4,0,11,11,0,6,0,1,0.38,0.3939,0.54,0.2836,102,213,315.0,Dingin,Cerah
7462,2011-11-12,4,0,11,12,0,6,0,1,0.44,0.4394,0.44,0.2836,142,224,366.0,Dingin,Cerah
7463,2011-11-12,4,0,11,13,0,6,0,1,0.48,0.4697,0.36,0.2836,128,225,353.0,Dingin,Cerah
7464,2011-11-12,4,0,11,14,0,6,0,1,0.5,0.4848,0.36,0.2985,191,244,435.0,Dingin,Cerah
7465,2011-11-12,4,0,11,15,0,6,0,1,0.52,0.5,0.29,0.2836,165,221,386.0,Dingin,Cerah
7466,2011-11-12,4,0,11,16,0,6,0,1,0.52,0.5,0.32,0.2537,137,224,361.0,Dingin,Cerah
7467,2011-11-12,4,0,11,17,0,6,0,1,0.5,0.4848,0.34,0.2537,92,193,285.0,Dingin,Cerah
7468,2011-11-12,4,0,11,18,0,6,0,1,0.42,0.4242,0.58,0.194,53,150,203.0,Dingin,Cerah
7469,2011-11-12,4,0,11,19,0,6,0,1,0.42,0.4242,0.5,0.2537,32,139,171.0,Dingin,Cerah
7470,2011-11-12,4,0,11,20,0,6,0,1,0.42,0.4242,0.5,0.2836,31,101,132.0,Dingin,Cerah
7471,2011-11-12,4,0,11,21,0,6,0,1,0.42,0.4242,0.47,0.2836,19,103,122.0,Dingin,Cerah
7472,2011-11-12,4,0,11,22,0,6,0,1,0.42,0.4242,0.47,0.2537,30,88,118.0,Dingin,Cerah
7473,2011-11-12,4,0,11,23,0,6,0,1,0.4,0.4091,0.58,0.1642,23,78,101.0,Dingin,Cerah
7474,2011-11-13,4,0,11,0,0,0,0,2,0.4,0.4091,0.58,0.194,12,61,73.0,Dingin,Berawan
7475,2011-11-13,4,0,11,1,0,0,0,2,0.36,0.3485,0.66,0.194,13,58,71.0,Dingin,Berawan
7476,2011-11-13,4,0,11,2,0,0,0,1,0.36,0.3636,0.57,0.1045,9,48,57.0,Dingin,Cerah
7477,2011-11-13,4,0,11,3,0,0,0,2,0.36,0.3485,0.62,0.1343,8,20,28.0,Dingin,Berawan
7478,2011-11-13,4,0,11,4,0,0,0,2,0.36,0.3485,0.62,0.1343,1,5,6.0,Dingin,Berawan
7479,2011-11-13,4,0,11,5,0,0,0,1,0.34,0.3333,0.61,0.1642,2,3,5.0,Dingin,Cerah
7480,2011-11-13,4,0,11,6,0,0,0,1,0.34,0.3333,0.66,0.1343,5,18,23.0,Dingin,Cerah
7481,2011-11-13,4,0,11,7,0,0,0,1,0.34,0.3182,0.66,0.2239,13,30,43.0,Dingin,Cerah
7482,2011-11-13,4,0,11,8,0,0,0,1,0.34,0.3485,0.66,0.0896,24,55,79.0,Dingin,Cerah
7483,2011-11-13,4,0,11,9,0,0,0,1,0.4,0.4091,0.54,0.2836,38,97,135.0,Dingin,Cerah
7484,2011-11-13,4,0,11,10,0,0,0,1,0.44,0.4394,0.44,0.3284,63,178,241.0,Dingin,Cerah
7485,2011-11-13,4,0,11,11,0,0,0,1,0.46,0.4545,0.4,0.4179,108,187,295.0,Dingin,Cerah
7486,2011-11-13,4,0,11,12,0,0,0,2,0.52,0.5,0.29,0.4179,112,242,354.0,Dingin,Berawan
7487,2011-11-13,4,0,11,13,0,0,0,2,0.52,0.5,0.29,0.4179,105,234,339.0,Dingin,Berawan
7488,2011-11-13,4,0,11,14,0,0,0,2,0.54,0.5152,0.28,0.4925,108,263,371.0,Dingin,Berawan
7489,2011-11-13,4,0,11,15,0,0,0,2,0.5,0.4848,0.42,0.3284,89,221,310.0,Dingin,Berawan
7490,2011-11-13,4,0,11,16,0,0,0,2,0.54,0.5152,0.28,0.3881,93,226,319.0,Dingin,Berawan
7491,2011-11-13,4,0,11,17,0,0,0,1,0.52,0.5,0.27,0.3284,44,187,231.0,Dingin,Cerah
7492,2011-11-13,4,0,11,18,0,0,0,1,0.52,0.5,0.27,0.3284,35,155,190.0,Dingin,Cerah
7493,2011-11-13,4,0,11,19,0,0,0,1,0.5,0.4848,0.29,0.3582,36,121,157.0,Dingin,Cerah
7494,2011-11-13,4,0,11,20,0,0,0,1,0.5,0.4848,0.31,0.3582,24,115,139.0,Dingin,Cerah
7495,2011-11-13,4,0,11,21,0,0,0,1,0.48,0.4697,0.36,0.2537,19,76,95.0,Dingin,Cerah
7496,2011-11-13,4,0,11,22,0,0,0,1,0.48,0.4697,0.41,0.3881,25,64,89.0,Dingin,Cerah
7497,2011-11-13,4,0,11,23,0,0,0,1,0.46,0.4545,0.51,0.2985,18,49,67.0,Dingin,Cerah
7498,2011-11-14,4,0,11,0,0,1,1,1,0.46,0.4545,0.59,0.2836,8,22,30.0,Dingin,Cerah
7499,2011-11-14,4,0,11,1,0,1,1,1,0.46,0.4545,0.63,0.2985,5,6,11.0,Dingin,Cerah
7500,2011-11-14,4,0,11,2,0,1,1,1,0.46,0.4545,0.63,0.3582,7,10,17.0,Dingin,Cerah
7501,2011-11-14,4,0,11,3,0,1,1,1,0.44,0.4394,0.67,0.2836,4,3,7.0,Dingin,Cerah
7502,2011-11-14,4,0,11,4,0,1,1,1,0.44,0.4394,0.67,0.2239,0,5,5.0,Dingin,Cerah
7503,2011-11-14,4,0,11,5,0,1,1,2,0.44,0.4394,0.67,0.2537,0,19,19.0,Dingin,Berawan
7504,2011-11-14,4,0,11,6,0,1,1,2,0.44,0.4394,0.72,0.2239,10,104,114.0,Dingin,Berawan
7505,2011-11-14,4,0,11,7,0,1,1,1,0.44,0.4394,0.72,0.2537,11,311,322.0,Dingin,Cerah
7506,2011-11-14,4,0,11,8,0,1,1,2,0.46,0.4545,0.67,0.194,27,425,452.0,Dingin,Berawan
7507,2011-11-14,4,0,11,9,0,1,1,2,0.48,0.4697,0.67,0.3284,29,204,233.0,Dingin,Berawan
7508,2011-11-14,4,0,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836,26,85,111.0,Dingin,Berawan
7509,2011-11-14,4,0,11,11,0,1,1,2,0.54,0.5152,0.6,0.2836,22,106,128.0,Dingin,Berawan
7510,2011-11-14,4,0,11,12,0,1,1,1,0.56,0.5303,0.56,0.2985,36,166,202.0,Dingin,Cerah
7511,2011-11-14,4,0,11,13,0,1,1,1,0.6,0.6212,0.49,0.3881,50,153,203.0,Dingin,Cerah
7512,2011-11-14,4,0,11,14,0,1,1,1,0.62,0.6212,0.46,0.4478,47,138,185.0,Dingin,Cerah
7513,2011-11-14,4,0,11,15,0,1,1,1,0.64,0.6212,0.44,0.3284,53,142,195.0,Dingin,Cerah
7514,2011-11-14,4,0,11,16,0,1,1,1,0.62,0.6212,0.46,0.4179,51,264,315.0,Dingin,Cerah
7515,2011-11-14,4,0,11,17,0,1,1,1,0.62,0.6212,0.46,0.2537,55,464,519.0,Dingin,Cerah
7516,2011-11-14,4,0,11,18,0,1,1,1,0.56,0.5303,0.56,0.2836,29,460,489.0,Dingin,Cerah
7517,2011-11-14,4,0,11,19,0,1,1,1,0.6,0.6212,0.53,0.2985,28,274,302.0,Dingin,Cerah
7518,2011-11-14,4,0,11,20,0,1,1,1,0.6,0.6212,0.53,0.3582,30,210,240.0,Dingin,Cerah
